100	1.00866491574	0	885.7	1.	-1	0	0	0	0.0011390907353184018
101	1.00782503207	1	1.e10	0	0	0	0	0	0
201	2.01410177785	1	1.e10	0	0	0	0	0	0
301	3.01604927767	1	1.e10	0	0	0	0	0	0
401	4.027806424	0	1.4e-22	1.	0	1	100	0	0
501	5.035311488	0	1.2e-22	1.	0	2	100	0	0
601	6.044942594	0	4.18e-22	1.	0	1	100	1	0
701	7.052749	0	3.3e-23	1.	0	2	100	1	0
202	2	0	1.e-23	1.	0	1	101	2	0
302	3.01602931914	1	1.e10	0	0	0	0	0	0
402	4.00260325415	1	1.e10	0	0	0	0	0	0
502	5.012223624	0	1.1e-21	1.	0	1	100	0	0
602	6.018889124	0	1.164	1.	-1	0	0	0	0.0007045963952202211
702	7.028020618	0	4.39e-21	1.	0	1	100	0	0
802	8.033921897	0	0.172	0.83	-1	0	0	0	0.0014887527864152538
